Day,Temperature
0,20.07584256071441
1,20.92206056141509
2,18.85035271956716
3,21.556594434669506
4,20.060571987982833
5,18.48278213470628
6,20.05945682379157
7,22.099943209944595
8,21.871162770047597
9,19.821873257224592
10,22.640935975355095
11,21.75028670592203
12,29.963437449135103
13,22.717594848100156
14,20.651503268680784
15,23.080028680785666
16,21.809250650694953
17,25.20529332232968
18,24.13422465968468
19,23.28189996776889
20,21.900741515813333
21,23.61841033006145
22,23.937084831515673
23,22.04321182374269
24,27.349920217426483
25,24.76337884819476
26,26.866292498361545
27,22.813075186623447
28,27.0891240217308
29,22.745890013403145
30,23.960916751605076
31,25.90038640112604
32,25.306165444441536
33,21.84294126586566
34,23.865977065947096
35,26.923772093791378
36,28.939809036962686
37,27.31952830630866
38,26.227711179427544
39,27.415235332496074
40,24.638625151132437
41,27.25117528480514
42,24.595155739785582
43,26.730396037384594
44,23.556953550781138
45,28.19771319096051
46,26.662120272125037
47,29.03944426767718
48,27.05905231192235
49,28.724513930161475
50,28.76296150891686
51,24.932834468641545
52,27.859279740473614
53,27.96334864469156
54,26.84550099491136
55,28.384506661609386
56,26.031464042230795
57,29.145984098083712
58,34.939237441027664
59,28.94883922969762
60,32.30251582493281
61,29.203078642118097
62,28.860123552268433
63,27.742278049779785
64,29.365525280015504
65,27.553643494869064
66,30.977866054015216
67,28.169813082391613
68,29.447417182623745
69,32.26054136029076
70,31.08465362921722
71,29.762550817269695
72,31.52584401984611
73,29.428727104772182
74,30.755199189858605
75,29.639932781585
76,42.83880412553571
77,30.34604621540276
78,31.142979646294535
79,29.25933060671871
80,28.167381877391367
81,29.052444063799324
82,26.303831512959352
83,28.987799413636868
84,28.309286958723717
85,32.97578666882791
86,29.111877016252446
87,27.658856155192552
88,31.29061687995531
89,29.729684322123703
90,30.070589529832986
91,30.282876702214672
92,18.80941524853822
93,29.433795432114156
94,31.420845051726722
95,30.764043102419603
96,29.22286123763702
97,29.69385619657895
98,32.172398119327156
99,30.33243765306173
100,30.994146569269727
101,30.835611346171437
102,30.751376464160668
103,29.60628402444351
104,32.128416876934466
105,29.41040945051131
106,29.7244784528488
107,29.130435726188555
108,29.709073826297978
109,29.17602370014389
110,25.831596318459688
111,30.066381503483324
112,26.8443661296668
113,28.656409741534027
114,27.1185659265772
115,30.495684754246255
116,31.16793614950133
117,28.35699365912894
118,29.878691849518074
119,28.565338381855835
120,29.41220928832787
121,31.315660944779427
122,28.107249344002472
123,26.693516463710296
124,29.529902156965704
125,29.134094242857604
126,21.37986671096761
127,29.70506296776784
128,27.043076819608462
129,25.0128065561662
130,29.417858100979668
131,27.135864945276765
132,25.82778543665779
133,25.774232852170762
134,29.104780105795836
135,27.566825510804957
136,27.631122188750492
137,28.33141640747123
138,25.917460851185776
139,25.120062208709392
140,25.40121172194536
141,24.894701650498394
142,25.983903434726297
143,24.951164547668853
144,26.210798819102255
145,25.294966918423356
146,25.757883289239192
147,26.71240818319978
148,27.69780796476152
149,27.786311258073273
150,25.479683751341263
151,25.479179341219492
152,24.249847791883774
153,26.371700059548758
