Day,Temperature
0,22.646078518951498
1,20.772369374109182
2,21.812323092386066
3,23.877536471034727
4,23.48936125324815
5,19.39373116755985
6,22.456149600762732
7,20.97504463654698
8,21.21795944344231
9,22.158985959550368
10,21.928996798556092
11,24.063677358876905
12,23.19260158640668
13,22.401727654780895
14,23.05252250917764
15,23.05404444222327
16,24.960700185077464
17,22.57708693315739
18,23.518813799039243
19,21.931553007971058
20,19.545744272190014
21,24.517189114924257
22,24.993899727195988
23,22.74338653182641
24,27.419511828041145
25,21.990387514225024
26,24.396393701456482
27,9.24301814233533
28,26.934671530566195
29,26.991376556008312
30,25.170176640145147
31,36.9759168931479
32,23.902477452210334
33,22.408857013047108
34,25.002484907686966
35,25.901541016567148
36,21.665549250384203
37,27.75083664278425
38,25.503778475039333
39,25.76701335854567
40,24.781493561301133
41,24.35626870458135
42,24.056940896485262
43,29.67059928117714
44,26.106049399609187
45,26.337471818099694
46,25.237373182742857
47,28.40267591670699
48,24.93332345830293
49,27.1506104566446
50,26.23985824299511
51,28.274502015628272
52,27.036750804354444
53,26.138508291384156
54,27.97133753923878
55,28.757888395869237
56,28.314541366598895
57,28.76541411026775
58,27.454700915823338
59,27.95405916629457
60,27.578948911094102
61,28.135233804985155
62,27.53919762837575
63,40.24295033907292
64,29.185952677976115
65,28.39363729221004
66,26.62484060757729
67,29.835453265141997
68,27.848765330591483
69,29.353334929486174
70,30.432008131495557
71,29.59203494555507
72,31.165064901086378
73,27.658326432421056
74,30.16586072768538
75,28.58408270231254
76,28.351203652775723
77,28.83236472136845
78,29.273675753533144
79,29.862731428401187
80,28.06533994154106
81,31.195977897952204
82,30.571988083535555
83,27.594959421457695
84,32.15460038487272
85,32.78601283298539
86,31.727359318211267
87,29.70336247736303
88,28.378225279289826
89,31.574177702793538
90,29.392919599339137
91,31.833575002935543
92,30.31157905366267
93,31.460421361599142
94,30.52334675161194
95,31.039031360941845
96,29.982339048622933
97,32.629858851865734
98,30.122936631729573
99,30.5141246851016
100,32.71150194790779
101,27.83784290792464
102,27.92353802207122
103,31.250231978691914
104,28.000420398652444
105,32.63661374476455
106,29.058949359101018
107,28.513523268480352
108,43.92848630249851
109,31.75758215345609
110,32.28495424076157
111,30.786678421317283
112,28.07697493537226
113,32.17233674002834
114,28.840902165503863
115,30.37952085428853
116,30.526924252602782
117,28.801042883610595
118,29.87951196286821
119,30.263883233644723
120,29.3647603364688
121,27.067962001216927
122,32.46478113531796
123,30.532800542528815
124,27.410638783933585
125,28.134802983694865
126,27.610811659656637
127,30.939276107178173
128,29.0732415987281
129,28.573021392187826
130,26.701624439119172
131,28.55771420060813
132,26.627387136919367
133,27.57441411273161
134,26.45845099091764
135,28.310225483284626
136,28.041655361682032
137,37.50671201466185
138,27.526822337862242
139,25.168141831674404
140,24.443752253076926
141,27.439717541210605
142,26.67055737542443
143,27.240175301296503
144,29.72756316192919
145,27.432959862734847
146,24.508619184758494
147,27.413247111187022
148,23.622031508334484
149,24.760027478184448
150,25.204938073632384
151,27.730637992632577
152,23.895285901385098
153,23.62306926309838
154,24.56391629010049
155,23.563849505541427
156,26.09514172666471
157,22.63010613715041
158,22.372356609539562
159,23.279172699448015
160,23.030030976001193
161,26.511435388023152
162,24.880254337095977
163,23.425411684323088
164,21.29291713111302
165,24.23367265733723
166,15.848989006219682
167,20.319498282113653
168,24.252266493337807
169,22.778470620193396
170,23.51649739006919
171,22.444820377350297
172,23.08291177510966
173,20.65153173943495
174,19.906627706522055
175,22.309873551948254
176,19.91147557495619
177,19.911042831546688
178,20.09056603705862
179,20.62835151219552
180,19.89923146316508
181,18.1957574621443
182,19.12064236463755
183,16.57882530277648
184,20.679662774269456
185,17.166691186544575
186,5.182380182798557
187,12.320593782426387
188,17.945288007241036
189,21.19793182189316
190,16.773232860889017
191,18.942584334825032
192,18.31300564327359
193,16.450193896132582
194,18.81818609286187
195,17.60747134876867
196,18.854629124514382
197,18.765034426136246
198,20.60819899664096
199,19.202485172162426
200,16.479099050351433
201,16.509860824277844
202,18.355404571585368
203,17.526772469376564
204,17.343059981848715
205,13.797486281494102
206,16.02760804683693
207,14.799394048035257
208,16.169883498869318
209,15.447586572030612
210,16.806201427054297
211,15.764232246048314
212,16.31676487207656
213,14.28795322043833
214,13.4227067059641
215,14.077624978576845
216,14.522064993801333
217,14.97283497923086
218,17.651240746993032
219,14.058761749584303
220,12.549841867011608
221,13.328181336817641
222,13.016977892072514
223,14.301675078294558
224,11.137240906242212
225,13.414254349165166
226,13.427025712177901
227,13.415459285430643
228,12.048189795480182
229,12.466348268636374
230,10.568333095661327
231,11.847800066470752
232,11.65903951065484
233,12.985188941486708
234,10.516885938596726
235,13.315298601777846
236,14.2798981789109
237,8.830222999270255
238,12.474007581707994
239,12.751820065306275
240,10.684589667485291
241,10.95160170497617
242,11.257457436121298
243,10.921892400398292
244,10.8194173593361
245,8.685872250769679
246,12.84792412087975
247,12.661034980706143
248,9.746395587946854
249,8.694317207354066
250,11.605761054085203
251,9.893410823349466
252,10.905690434601375
253,10.152193911328043
254,11.609696692701075
255,11.558507915362291
256,9.37479396600017
257,8.337775897034454
258,7.990886918355891
259,11.236191238420167
260,8.495529147033345
261,9.479669962228286
262,9.309392025869338
263,10.091883535795859
264,7.236098791591937
265,10.39639199286734
266,10.874695895816762
267,10.200064637892849
268,9.582617631445318
269,10.179511231861476
270,10.619397909806274
271,5.85231370950969
272,12.93840565550247
273,10.585973397484512
274,9.021479729057567
275,9.41588491741969
276,10.748112553626948
277,9.841489879892809
278,6.980723567246203
279,13.137549330567188
280,9.892009945211772
281,11.608036973394377
282,9.062600277449882
283,13.053914274684647
284,10.584777365817496
285,11.100201048997082
286,8.653636535722999
287,12.075713382799846
288,11.334088028287113
289,12.295369967798948
290,9.446570821814623
291,9.716111056389758
292,13.945309883574376
293,8.954012391646252
294,10.397514869563565
295,12.366964755674791
296,10.871170615780319
297,11.664717642463595
298,10.25954657425235
299,11.484945703744916
300,10.528918209732735
301,13.567382554831795
302,10.982078832873508
303,10.220815642562291
304,12.3250110757519
305,10.72128073615914
306,9.500441377620593
307,9.573739684958884
308,12.72895346537712
309,11.545874309756455
310,11.68405707042373
311,13.603004827217624
312,10.400304719297111
313,11.101024859995002
314,11.728532017388705
315,12.558469299189985
316,12.46702194609858
317,12.21549898177528
318,12.671120013897404
319,12.722475862745487
320,11.92601014665584
321,11.909982844932209
322,13.667338348256452
323,12.047281193083919
324,11.777671500863903
325,11.932333626403034
326,13.543031991345597
327,17.30031654479605
328,12.995682716608009
329,15.60688835291623
330,15.453764938395764
331,12.692229435518191
332,15.779827750720909
333,19.578627701323168
334,10.924532204483846
335,15.971723784939297
336,12.578825723685538
337,16.04089898368036
338,14.491690235990069
339,14.31913272415433
340,30.35538959179004
341,15.305041402163182
342,15.1116095210209
343,14.481638466452086
344,15.801854829797394
345,16.2042377612821
346,16.240263066488822
347,17.18584353634565
348,17.98295791778722
349,17.804900110148708
350,16.300251162978455
351,15.456585129238134
352,19.827582642112038
353,16.914781224488898
354,17.139292501665032
355,17.505284589733556
356,15.692307468122216
357,10.340801947576097
358,18.07843582999455
359,19.899520473040916
360,20.18803773628654
361,19.317632065606198
362,20.88157588893891
363,20.165731359474435
364,19.804343271037812
