Day,Temperature
0,22.68294271014548
1,20.82689833732633
2,20.48896231833547
3,17.720957617185803
4,20.2719419642516
5,20.327509518470986
6,20.906904752250657
7,20.261579433757756
8,21.30706046766876
9,20.827261161103557
10,19.74213431177075
11,23.20920066918182
12,23.373022061997485
13,24.783574725521078
14,22.46177812332479
15,21.946516829260535
16,21.90154165391176
17,20.565108355431637
18,24.522763397950133
19,21.56109517175643
20,21.597659205410874
21,23.228286372629903
22,25.926467961518615
23,24.21170846327644
24,22.479202182170027
25,23.102446225955095
26,25.265623374748557
27,15.33793960095978
28,23.48224818354966
29,24.44229231774098
30,26.05533990120783
31,28.050875613210497
32,23.367971080221597
33,24.440426348600443
34,24.318703989811333
35,22.03839280314317
36,28.046380576952124
37,32.54151164181987
38,27.770735639587464
39,26.022596135207326
40,23.9193948401489
41,27.456308788755074
42,26.081940043252665
43,24.12972463289927
44,25.97555320971037
45,26.111691700984107
46,25.805742776174295
47,27.281011106000648
48,23.981783578274946
49,27.06807807969647
50,29.102833247615365
51,28.9733450302706
52,29.465239760610242
53,29.58854255054611
54,30.244925579735572
55,26.437939563473062
56,29.483515643609916
57,27.82860104910541
58,30.084002695905554
59,25.626462850166558
60,30.159860851127412
61,30.6751702764597
62,28.462795032705056
63,31.502642646542537
64,27.907722199127914
65,29.222233994569965
66,29.29955668217008
67,27.54498697094855
68,29.86663279408647
69,32.18388452639271
70,27.800975976317122
71,30.747568248180176
72,26.64132885626972
73,19.509184783869344
74,30.28803078731985
75,30.625622438517603
76,30.622144297442123
77,30.074269278603822
78,27.647359297763188
79,31.86597777667378
80,27.75706118388807
81,30.202582956129774
82,30.794610055571006
83,28.64245654182009
84,30.139816915334613
85,31.69400249839198
86,29.923033256364945
87,28.64026360430213
88,25.610747583866573
89,28.53473935853792
90,29.111066912070093
91,29.225281345679193
92,28.559172316206553
93,30.561405658043373
94,16.675286822163553
95,29.814990107833008
96,30.985196417279962
97,28.667897358017157
98,29.482259380894817
99,33.148364653019925
100,31.198204486239188
101,27.91917655175563
102,29.709654112521466
103,30.642865193896792
104,31.610312073003417
105,29.944661558312102
106,28.883504613707984
107,28.538915520101494
108,30.554771147348827
109,30.006400527340617
110,28.70864391292449
111,29.144003934250637
112,28.74451644025909
113,30.39422579773897
114,28.207966205960137
115,29.90545797349686
116,30.383324726669223
117,29.762932012409316
118,27.70703313134141
119,20.311450244624908
120,27.782803020723627
121,29.35671579875333
122,27.501419090102907
123,25.927056321536625
124,28.791115972899362
125,28.78980754122861
126,28.147380546399184
127,28.579483260323425
128,18.71679481425073
129,26.85563138163802
130,27.604363402854275
131,30.612755627570255
132,28.861107939782418
133,26.74668064417374
134,28.250289915757097
135,26.57802855020006
136,26.49087795605216
137,28.344762113468793
138,26.144915301136326
139,24.29428214349327
140,25.320896591273844
141,26.68418638139386
142,26.612558864039787
143,28.150052923196153
144,25.07880730335715
145,27.113439235979385
146,26.51680264769941
